Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,B cell activation (GO:0042113),2/85,0.46686670853132,0.8064755237879879,0,0,1.2834772331834148,0.977639346373366,PHB;PHB2
GO_Biological_Process_2021,organic cyclic compound biosynthetic process (GO:1901362),1/34,0.4693675245234437,0.8064755237879879,0,0,1.613801054018445,1.2206293848147969,NFS1
GO_Biological_Process_2021,epithelial tube morphogenesis (GO:0060562),1/34,0.4693675245234437,0.8064755237879879,0,0,1.613801054018445,1.2206293848147969,PAK1
GO_Biological_Process_2021,autophagosome maturation (GO:0097352),1/34,0.4693675245234437,0.8064755237879879,0,0,1.613801054018445,1.2206293848147969,STX17
GO_Biological_Process_2021,cell-substrate junction assembly (GO:0007044),1/34,0.4693675245234437,0.8064755237879879,0,0,1.613801054018445,1.2206293848147969,CD151
GO_Biological_Process_2021,tRNA export from nucleus (GO:0006409),1/34,0.4693675245234437,0.8064755237879879,0,0,1.613801054018445,1.2206293848147969,XPOT
GO_Biological_Process_2021,protein insertion into membrane (GO:0051205),1/34,0.4693675245234437,0.8064755237879879,0,0,1.613801054018445,1.2206293848147969,REEP1
GO_Biological_Process_2021,tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431),1/34,0.4693675245234437,0.8064755237879879,0,0,1.613801054018445,1.2206293848147969,XPOT
GO_Biological_Process_2021,neural tube closure (GO:0001843),1/34,0.4693675245234437,0.8064755237879879,0,0,1.613801054018445,1.2206293848147969,TSC2
GO_Biological_Process_2021,cellular response to vascular endothelial growth factor stimulus (GO:0035924),1/34,0.4693675245234437,0.8064755237879879,0,0,1.613801054018445,1.2206293848147969,HSPB1
GO_Biological_Process_2021,synaptic vesicle recycling (GO:0036465),1/34,0.4693675245234437,0.8064755237879879,0,0,1.613801054018445,1.2206293848147969,SYT5
GO_Biological_Process_2021,positive regulation of interleukin-12 production (GO:0032735),1/34,0.4693675245234437,0.8064755237879879,0,0,1.613801054018445,1.2206293848147969,RIPK2
GO_Biological_Process_2021,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042),1/34,0.4693675245234437,0.8064755237879879,0,0,1.613801054018445,1.2206293848147969,ICAM1
GO_Biological_Process_2021,regulation of glucose metabolic process (GO:0010906),1/34,0.4693675245234437,0.8064755237879879,0,0,1.613801054018445,1.2206293848147969,PDK2
GO_Biological_Process_2021,negative regulation of T cell proliferation (GO:0042130),1/35,0.4791743439643374,0.8101356843207043,0,0,1.5662563938618923,1.1522803769921686,GPNMB
GO_Biological_Process_2021,positive regulation of innate immune response (GO:0045089),1/36,0.4888004014475035,0.8101356843207043,0,0,1.5214285714285714,1.089040168674709,DHX9
GO_Biological_Process_2021,response to exogenous dsRNA (GO:0043330),1/35,0.4791743439643374,0.8101356843207043,0,0,1.5662563938618923,1.1522803769921686,DHX9
GO_Biological_Process_2021,intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332),1/36,0.4888004014475035,0.8101356843207043,0,0,1.5214285714285714,1.089040168674709,PDK2
GO_Biological_Process_2021,regulation of regulated secretory pathway (GO:1903305),1/35,0.4791743439643374,0.8101356843207043,0,0,1.5662563938618923,1.1522803769921686,SYT5
GO_Biological_Process_2021,positive regulation of cell cycle G1/S phase transition (GO:1902808),1/35,0.4791743439643374,0.8101356843207043,0,0,1.5662563938618923,1.1522803769921686,PHB2
GO_Biological_Process_2021,establishment of protein localization to plasma membrane (GO:0061951),1/36,0.4888004014475035,0.8101356843207043,0,0,1.5214285714285714,1.089040168674709,MACF1
GO_Biological_Process_2021,positive regulation of bone mineralization (GO:0030501),1/36,0.4888004014475035,0.8101356843207043,0,0,1.5214285714285714,1.089040168674709,ANO6
GO_Biological_Process_2021,regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),2/87,0.4789632243956677,0.8101356843207043,0,0,1.253149543196025,0.9224828032204,CUL2;PSME1
GO_Biological_Process_2021,negative regulation of cellular amide metabolic process (GO:0034249),2/86,0.4729358484372303,0.8101356843207043,0,0,1.2681328662255094,0.9495722174541033,DDX6;RTN1
GO_Biological_Process_2021,positive regulation of endothelial cell migration (GO:0010595),2/86,0.4729358484372303,0.8101356843207043,0,0,1.2681328662255094,0.9495722174541033,GRN;HSPB1
GO_Biological_Process_2021,positive regulation of response to external stimulus (GO:0032103),3/139,0.4744501249251981,0.8101356843207043,0,0,1.174963837994214,0.8760516009298037,GRN;DHX9;STX4
GO_Biological_Process_2021,cellular response to amyloid-beta (GO:1904646),1/35,0.4791743439643374,0.8101356843207043,0,0,1.5662563938618923,1.1522803769921686,ICAM1
GO_Biological_Process_2021,cyclic-nucleotide-mediated signaling (GO:0019935),1/36,0.4888004014475035,0.8101356843207043,0,0,1.5214285714285714,1.089040168674709,AQP1
GO_Biological_Process_2021,regulation of defense response to virus by host (GO:0050691),1/36,0.4888004014475035,0.8101356843207043,0,0,1.5214285714285714,1.089040168674709,DHX9
GO_Biological_Process_2021,regulation of androgen receptor signaling pathway (GO:0060765),1/36,0.4888004014475035,0.8101356843207043,0,0,1.5214285714285714,1.089040168674709,PHB
GO_Biological_Process_2021,protein localization to membrane (GO:0072657),4/195,0.4860961490329249,0.8101356843207043,0,0,1.1153984078031989,0.8045913444083882,DPP10;DPP6;AP3D1;PICK1
GO_Biological_Process_2021,positive regulation of substrate adhesion-dependent cell spreading (GO:1900026),1/36,0.4888004014475035,0.8101356843207043,0,0,1.5214285714285714,1.089040168674709,ILK
GO_Biological_Process_2021,membrane assembly (GO:0071709),1/36,0.4888004014475035,0.8101356843207043,0,0,1.5214285714285714,1.089040168674709,STX4
GO_Biological_Process_2021,membrane fusion (GO:0061025),1/36,0.4888004014475035,0.8101356843207043,0,0,1.5214285714285714,1.089040168674709,DNM1L
GO_Biological_Process_2021,regulation of ion transmembrane transport (GO:0034765),1/35,0.4791743439643374,0.8101356843207043,0,0,1.5662563938618923,1.1522803769921686,ANO6
GO_Biological_Process_2021,protein targeting to membrane (GO:0006612),2/87,0.4789632243956677,0.8101356843207043,0,0,1.253149543196025,0.9224828032204,ATAD1;GDAP1
GO_Biological_Process_2021,dendrite morphogenesis (GO:0048813),1/36,0.4888004014475035,0.8101356843207043,0,0,1.5214285714285714,1.089040168674709,PAK3
GO_Biological_Process_2021,regulation of microtubule-based process (GO:0032886),1/36,0.4888004014475035,0.8101356843207043,0,0,1.5214285714285714,1.089040168674709,MACF1
GO_Biological_Process_2021,regulation of mRNA processing (GO:0050684),1/36,0.4888004014475035,0.8101356843207043,0,0,1.5214285714285714,1.089040168674709,DHX9
GO_Biological_Process_2021,transferrin transport (GO:0033572),1/36,0.4888004014475035,0.8101356843207043,0,0,1.5214285714285714,1.089040168674709,TF
GO_Biological_Process_2021,transition metal ion transport (GO:0000041),1/36,0.4888004014475035,0.8101356843207043,0,0,1.5214285714285714,1.089040168674709,TF
GO_Biological_Process_2021,bicarbonate transport (GO:0015701),1/35,0.4791743439643374,0.8101356843207043,0,0,1.5662563938618923,1.1522803769921686,AQP1
GO_Biological_Process_2021,positive regulation of inflammatory response (GO:0050729),2/89,0.4908906076889188,0.8115480286004698,0,0,1.2242162297597796,0.8710714352514114,GRN;DHX9
GO_Biological_Process_2021,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146),2/89,0.4908906076889188,0.8115480286004698,0,0,1.2242162297597796,0.8710714352514114,CUL2;PSME1
GO_Biological_Process_2021,tRNA transport (GO:0051031),1/37,0.4982490199260528,0.8154862236242888,0,0,1.4790911835748792,1.0304166928796366,XPOT
GO_Biological_Process_2021,mitochondrial respiratory chain complex assembly (GO:0033108),2/90,0.4967896594229272,0.8154862236242888,0,0,1.2102427545206838,0.8466719894504238,SCO1;ACAD9
GO_Biological_Process_2021,positive regulation of autophagy (GO:0010508),2/90,0.4967896594229272,0.8154862236242888,0,0,1.2102427545206838,0.8466719894504238,TSC2;PHB2
GO_Biological_Process_2021,regulation of protein autophosphorylation (GO:0031952),1/37,0.4982490199260528,0.8154862236242888,0,0,1.4790911835748792,1.0304166928796366,GPNMB
GO_Biological_Process_2021,positive regulation of signal transduction (GO:0009967),5/252,0.4978767445990958,0.8154862236242888,0,0,1.0779908350758554,0.7517937549576211,STX1B;MACF1;CD63;ILK;PHB
GO_Biological_Process_2021,positive regulation of binding (GO:0051099),2/90,0.4967896594229272,0.8154862236242888,0,0,1.2102427545206838,0.8466719894504238,RIPK2;DHX9
GO_Biological_Process_2021,negative regulation of stress-activated MAPK cascade (GO:0032873),1/37,0.4982490199260528,0.8154862236242888,0,0,1.4790911835748792,1.0304166928796366,GSTP1
GO_Biological_Process_2021,negative regulation of epithelial cell apoptotic process (GO:1904036),1/37,0.4982490199260528,0.8154862236242888,0,0,1.4790911835748792,1.0304166928796366,ICAM1
GO_Biological_Process_2021,regulation of actin cytoskeleton organization (GO:0032956),2/91,0.5026450338459743,0.8204232528874976,0,0,1.1965832899611182,0.823095011405719,PAK1;PAK3
GO_Biological_Process_2021,negative regulation of innate immune response (GO:0045824),1/38,0.5075234615497792,0.8204232528874976,0,0,1.439042303172738,0.9759762470454914,GRN
GO_Biological_Process_2021,lysosome organization (GO:0007040),1/38,0.5075234615497792,0.8204232528874976,0,0,1.439042303172738,0.9759762470454914,GRN
GO_Biological_Process_2021,positive regulation of signaling (GO:0023056),1/38,0.5075234615497792,0.8204232528874976,0,0,1.439042303172738,0.9759762470454914,ILK
GO_Biological_Process_2021,regulation of axon extension (GO:0030516),1/38,0.5075234615497792,0.8204232528874976,0,0,1.439042303172738,0.9759762470454914,MACF1
GO_Biological_Process_2021,ncRNA export from nucleus (GO:0097064),1/38,0.5075234615497792,0.8204232528874976,0,0,1.439042303172738,0.9759762470454914,XPOT
GO_Biological_Process_2021,positive regulation of potassium ion transport (GO:0043268),1/38,0.5075234615497792,0.8204232528874976,0,0,1.439042303172738,0.9759762470454914,FHL1
GO_Biological_Process_2021,connective tissue development (GO:0061448),1/38,0.5075234615497792,0.8204232528874976,0,0,1.439042303172738,0.9759762470454914,NAMPT
GO_Biological_Process_2021,negative regulation of TOR signaling (GO:0032007),1/38,0.5075234615497792,0.8204232528874976,0,0,1.439042303172738,0.9759762470454914,TSC2
GO_Biological_Process_2021,synaptic vesicle endocytosis (GO:0048488),1/38,0.5075234615497792,0.8204232528874976,0,0,1.439042303172738,0.9759762470454914,SYT5
GO_Biological_Process_2021,DNA recombination (GO:0006310),1/39,0.516626928395109,0.8249669952813495,0,0,1.4011012585812357,0.9253352917809864,TSN
GO_Biological_Process_2021,odontogenesis (GO:0042476),1/39,0.516626928395109,0.8249669952813495,0,0,1.4011012585812357,0.9253352917809864,AQP1
GO_Biological_Process_2021,positive regulation of peptidyl-serine phosphorylation (GO:0033138),2/93,0.5142231820165366,0.8249669952813495,0,0,1.170164984878881,0.7782742758626958,PAK1;RIPK2
GO_Biological_Process_2021,organophosphate biosynthetic process (GO:0090407),1/39,0.516626928395109,0.8249669952813495,0,0,1.4011012585812357,0.9253352917809864,NFS1
GO_Biological_Process_2021,replication fork processing (GO:0031297),1/39,0.516626928395109,0.8249669952813495,0,0,1.4011012585812357,0.9253352917809864,TONSL
GO_Biological_Process_2021,regulation of exit from mitosis (GO:0007096),1/39,0.516626928395109,0.8249669952813495,0,0,1.4011012585812357,0.9253352917809864,PHB2
GO_Biological_Process_2021,negative regulation of lymphocyte proliferation (GO:0050672),1/39,0.516626928395109,0.8249669952813495,0,0,1.4011012585812357,0.9253352917809864,GPNMB
GO_Biological_Process_2021,phospholipid dephosphorylation (GO:0046839),1/39,0.516626928395109,0.8249669952813495,0,0,1.4011012585812357,0.9253352917809864,MTMR9
GO_Biological_Process_2021,regulation of peptidyl-threonine phosphorylation (GO:0010799),1/39,0.516626928395109,0.8249669952813495,0,0,1.4011012585812357,0.9253352917809864,RIPK2
GO_Biological_Process_2021,cellular response to ketone (GO:1901655),1/39,0.516626928395109,0.8249669952813495,0,0,1.4011012585812357,0.9253352917809864,AQP1
GO_Biological_Process_2021,negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124),1/40,0.5255625640556755,0.8261541024903963,0,0,1.3651059085841697,0.8781535734431768,GSTP1
GO_Biological_Process_2021,interleukin-1-mediated signaling pathway (GO:0070498),2/94,0.5199452440428152,0.8261541024903963,0,0,1.1573865655727995,0.756967587376055,RIPK2;PSME1
GO_Biological_Process_2021,positive regulation of hydrolase activity (GO:0051345),3/149,0.5206664729531197,0.8261541024903963,0,0,1.0939254435212216,0.7139456376154074,NET1;DOCK8;MTMR9
GO_Biological_Process_2021,positive regulation of ossification (GO:0045778),1/40,0.5255625640556755,0.8261541024903963,0,0,1.3651059085841697,0.8781535734431768,ANO6
GO_Biological_Process_2021,negative regulation of cell-substrate adhesion (GO:0010812),1/40,0.5255625640556755,0.8261541024903963,0,0,1.3651059085841697,0.8781535734431768,TBCD
GO_Biological_Process_2021,negative regulation of protein kinase B signaling (GO:0051898),1/40,0.5255625640556755,0.8261541024903963,0,0,1.3651059085841697,0.8781535734431768,TSC2
GO_Biological_Process_2021,negative regulation of ERBB signaling pathway (GO:1901185),1/40,0.5255625640556755,0.8261541024903963,0,0,1.3651059085841697,0.8781535734431768,EPN1
GO_Biological_Process_2021,response to organonitrogen compound (GO:0010243),1/40,0.5255625640556755,0.8261541024903963,0,0,1.3651059085841697,0.8781535734431768,UBXN6
GO_Biological_Process_2021,positive regulation of intrinsic apoptotic signaling pathway (GO:2001244),1/40,0.5255625640556755,0.8261541024903963,0,0,1.3651059085841697,0.8781535734431768,DNM1L
GO_Biological_Process_2021,autophagy of mitochondrion (GO:0000422),1/40,0.5255625640556755,0.8261541024903963,0,0,1.3651059085841697,0.8781535734431768,PHB2
GO_Biological_Process_2021,positive regulation of catalytic activity (GO:0043085),1/40,0.5255625640556755,0.8261541024903963,0,0,1.3651059085841697,0.8781535734431768,STX4
GO_Biological_Process_2021,negative regulation of MAPK cascade (GO:0043409),2/94,0.5199452440428152,0.8261541024903963,0,0,1.1573865655727995,0.756967587376055,GSTP1;PHB
GO_Biological_Process_2021,regulation of sodium ion transmembrane transporter activity (GO:2000649),1/40,0.5255625640556755,0.8261541024903963,0,0,1.3651059085841697,0.8781535734431768,HECW2
GO_Biological_Process_2021,positive regulation of biomineral tissue development (GO:0070169),1/41,0.534333454366166,0.8329502481260923,0,0,1.3309103260869566,0.8341283341351259,ANO6
GO_Biological_Process_2021,regulation of cell development (GO:0060284),1/41,0.534333454366166,0.8329502481260923,0,0,1.3309103260869566,0.8341283341351259,GRN
GO_Biological_Process_2021,regulation of viral transcription (GO:0046782),1/41,0.534333454366166,0.8329502481260923,0,0,1.3309103260869566,0.8341283341351259,DHX9
GO_Biological_Process_2021,visual system development (GO:0150063),1/41,0.534333454366166,0.8329502481260923,0,0,1.3309103260869566,0.8341283341351259,SMOC1
GO_Biological_Process_2021,negative regulation of protein phosphorylation (GO:0001933),3/152,0.5340981149456603,0.8329502481260923,0,0,1.0717350643635164,0.6721662117624807,GSTP1;TSC2;HSPB1
GO_Biological_Process_2021,regulation of mitochondrial membrane potential (GO:0051881),1/41,0.534333454366166,0.8329502481260923,0,0,1.3309103260869566,0.8341283341351259,HEBP2
GO_Biological_Process_2021,JNK cascade (GO:0007254),1/41,0.534333454366166,0.8329502481260923,0,0,1.3309103260869566,0.8341283341351259,RIPK2
GO_Biological_Process_2021,positive regulation of defense response (GO:0031349),2/98,0.5423797228960298,0.8383955079322455,0,0,1.1089350590372389,0.6784341899875262,GRN;DHX9
GO_Biological_Process_2021,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157),1/42,0.5429426287066944,0.8383955079322455,0,0,1.2983828207847297,0.7929894121966694,ICAM1
GO_Biological_Process_2021,positive regulation of ATPase activity (GO:0032781),1/42,0.5429426287066944,0.8383955079322455,0,0,1.2983828207847297,0.7929894121966694,DHX9
GO_Biological_Process_2021,cellular respiration (GO:0045333),1/42,0.5429426287066944,0.8383955079322455,0,0,1.2983828207847297,0.7929894121966694,SDHA
GO_Biological_Process_2021,positive regulation of Wnt signaling pathway (GO:0030177),3/153,0.5385280153781514,0.8383955079322455,0,0,1.0645355191256831,0.6588578086909672,MACF1;PSME1;ILK
GO_Biological_Process_2021,negative regulation of neuron death (GO:1901215),2/98,0.5423797228960298,0.8383955079322455,0,0,1.1089350590372389,0.6784341899875262,GRN;GPNMB
GO_Biological_Process_2021,regulation of peptidyl-serine phosphorylation (GO:0033135),2/98,0.5423797228960298,0.8383955079322455,0,0,1.1089350590372389,0.6784341899875262,PAK1;RIPK2
GO_Biological_Process_2021,regulation of double-strand break repair (GO:2000779),1/42,0.5429426287066944,0.8383955079322455,0,0,1.2983828207847297,0.7929894121966694,OTUB1
GO_Biological_Process_2021,DNA-dependent DNA replication maintenance of fidelity (GO:0045005),1/43,0.5513930606749786,0.8405538401684848,0,0,1.2674042443064182,0.754495081564532,TONSL
GO_Biological_Process_2021,cellular response to retinoic acid (GO:0071300),1/43,0.5513930606749786,0.8405538401684848,0,0,1.2674042443064182,0.754495081564532,AQP1
GO_Biological_Process_2021,glutathione metabolic process (GO:0006749),1/43,0.5513930606749786,0.8405538401684848,0,0,1.2674042443064182,0.754495081564532,GSTP1
GO_Biological_Process_2021,positive regulation of axonogenesis (GO:0050772),1/43,0.5513930606749786,0.8405538401684848,0,0,1.2674042443064182,0.754495081564532,MACF1
GO_Biological_Process_2021,natural killer cell activation (GO:0030101),1/43,0.5513930606749786,0.8405538401684848,0,0,1.2674042443064182,0.754495081564532,PRDX1
GO_Biological_Process_2021,positive regulation of neuron differentiation (GO:0045666),1/43,0.5513930606749786,0.8405538401684848,0,0,1.2674042443064182,0.754495081564532,PCP4
GO_Biological_Process_2021,positive regulation of peptide hormone secretion (GO:0090277),1/43,0.5513930606749786,0.8405538401684848,0,0,1.2674042443064182,0.754495081564532,DOC2B
GO_Biological_Process_2021,spermatid development (GO:0007286),1/43,0.5513930606749786,0.8405538401684848,0,0,1.2674042443064182,0.754495081564532,JAM2
GO_Biological_Process_2021,substantia nigra development (GO:0021762),1/43,0.5513930606749786,0.8405538401684848,0,0,1.2674042443064182,0.754495081564532,PADI2
GO_Biological_Process_2021,response to UV (GO:0009411),2/99,0.5478736543203077,0.8405538401684848,0,0,1.0974465574875698,0.6603452007029227,BRSK1;AQP1
GO_Biological_Process_2021,regulation of cell-substrate adhesion (GO:0010810),1/43,0.5513930606749786,0.8405538401684848,0,0,1.2674042443064182,0.754495081564532,TBCD
GO_Biological_Process_2021,positive regulation of cell migration (GO:0030335),5/269,0.5557261200852769,0.8414294986032976,0,0,1.0076902264402263,0.5919975477586994,GRN;PAK1;CD151;GPNMB;STX4
GO_Biological_Process_2021,epithelial cell differentiation (GO:0030855),2/101,0.558722485326093,0.8414294986032976,0,0,1.075165827209424,0.6258565842588092,BDH2;VDAC1
GO_Biological_Process_2021,antibacterial humoral response (GO:0019731),1/44,0.5596876696024028,0.8414294986032976,0,0,1.237866531850354,0.7184285012543811,TF
GO_Biological_Process_2021,negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059),1/44,0.5596876696024028,0.8414294986032976,0,0,1.237866531850354,0.7184285012543811,EPN1
GO_Biological_Process_2021,branching morphogenesis of an epithelial tube (GO:0048754),1/44,0.5596876696024028,0.8414294986032976,0,0,1.237866531850354,0.7184285012543811,PAK1
GO_Biological_Process_2021,positive regulation of stress fiber assembly (GO:0051496),1/44,0.5596876696024028,0.8414294986032976,0,0,1.237866531850354,0.7184285012543811,PAK1
GO_Biological_Process_2021,positive regulation of potassium ion transmembrane transport (GO:1901381),1/44,0.5596876696024028,0.8414294986032976,0,0,1.237866531850354,0.7184285012543811,ANO6
GO_Biological_Process_2021,cation transmembrane transport (GO:0098655),1/44,0.5596876696024028,0.8414294986032976,0,0,1.237866531850354,0.7184285012543811,SFXN1
GO_Biological_Process_2021,response to amyloid-beta (GO:1904645),1/44,0.5596876696024028,0.8414294986032976,0,0,1.237866531850354,0.7184285012543811,ICAM1
GO_Biological_Process_2021,organonitrogen compound biosynthetic process (GO:1901566),3/158,0.5603111764154682,0.8414294986032976,0,0,1.0299312533051297,0.59660104431825,NFS1;VAPB;GSTP1
GO_Biological_Process_2021,positive regulation of translation (GO:0045727),2/100,0.5533212972128415,0.8414294986032976,0,0,1.0861925151532,0.6428265859098229,DHX9;PYM1
GO_Biological_Process_2021,cell-matrix adhesion (GO:0007160),2/100,0.5533212972128415,0.8414294986032976,0,0,1.0861925151532,0.6428265859098229,CD63;ILK
GO_Biological_Process_2021,mRNA stabilization (GO:0048255),1/44,0.5596876696024028,0.8414294986032976,0,0,1.237866531850354,0.7184285012543811,DHX9
GO_Biological_Process_2021,cellular response to radiation (GO:0071478),1/45,0.5678293210029672,0.8430625592694112,0,0,1.209671442687747,0.6845946780131964,NET1
GO_Biological_Process_2021,zymogen activation (GO:0031638),1/45,0.5678293210029672,0.8430625592694112,0,0,1.209671442687747,0.6845946780131964,RIPK2
GO_Biological_Process_2021,mitotic G2/M transition checkpoint (GO:0044818),1/45,0.5678293210029672,0.8430625592694112,0,0,1.209671442687747,0.6845946780131964,BRSK1
GO_Biological_Process_2021,regulation of cell death (GO:0010941),2/102,0.5640770742382744,0.8430625592694112,0,0,1.064359673024523,0.6094144366759733,RIPK2;PHB
GO_Biological_Process_2021,intrinsic apoptotic signaling pathway (GO:0097193),2/102,0.5640770742382744,0.8430625592694112,0,0,1.064359673024523,0.6094144366759733,CUL2;PDK2
GO_Biological_Process_2021,amino acid transmembrane transport (GO:0003333),1/45,0.5678293210029672,0.8430625592694112,0,0,1.209671442687747,0.6845946780131964,SFXN1
GO_Biological_Process_2021,regulation of DNA repair (GO:0006282),1/45,0.5678293210029672,0.8430625592694112,0,0,1.209671442687747,0.6845946780131964,DHX9
GO_Biological_Process_2021,regulation of insulin receptor signaling pathway (GO:0046626),1/45,0.5678293210029672,0.8430625592694112,0,0,1.209671442687747,0.6845946780131964,TSC2
GO_Biological_Process_2021,protein deacetylation (GO:0006476),1/45,0.5678293210029672,0.8430625592694112,0,0,1.209671442687747,0.6845946780131964,PHB
GO_Biological_Process_2021,negative regulation of T cell activation (GO:0050868),1/45,0.5678293210029672,0.8430625592694112,0,0,1.209671442687747,0.6845946780131964,GPNMB
GO_Biological_Process_2021,interleukin-12-mediated signaling pathway (GO:0035722),1/46,0.5758208281061391,0.8491575991531477,0,0,1.1827294685990335,0.6528178542291806,MTAP
GO_Biological_Process_2021,positive regulation of smooth muscle cell proliferation (GO:0048661),1/46,0.5758208281061391,0.8491575991531477,0,0,1.1827294685990335,0.6528178542291806,PHB
GO_Biological_Process_2021,regulation of insulin secretion (GO:0050796),2/104,0.5746459815320691,0.8491575991531477,0,0,1.043383020783245,0.5780353538479104,PICK1;DOC2B
GO_Biological_Process_2021,"regulation of synaptic transmission, glutamatergic (GO:0051966)",1/46,0.5758208281061391,0.8491575991531477,0,0,1.1827294685990335,0.6528178542291806,ATAD1
GO_Biological_Process_2021,positive regulation of nucleocytoplasmic transport (GO:0046824),1/46,0.5758208281061391,0.8491575991531477,0,0,1.1827294685990335,0.6528178542291806,DHX9
GO_Biological_Process_2021,negative regulation of tumor necrosis factor production (GO:0032720),1/46,0.5758208281061391,0.8491575991531477,0,0,1.1827294685990335,0.6528178542291806,GSTP1
GO_Biological_Process_2021,positive regulation of neuron death (GO:1901216),1/47,0.5836649523352845,0.8559113562769104,0,0,1.1569588846880907,0.6229392579912925,GRN
GO_Biological_Process_2021,regulation of cellular metabolic process (GO:0031323),1/47,0.5836649523352845,0.8559113562769104,0,0,1.1569588846880907,0.6229392579912925,PDK2
GO_Biological_Process_2021,regulation of T cell activation (GO:0050863),1/47,0.5836649523352845,0.8559113562769104,0,0,1.1569588846880907,0.6229392579912925,GPNMB
GO_Biological_Process_2021,histone deacetylation (GO:0016575),1/47,0.5836649523352845,0.8559113562769104,0,0,1.1569588846880907,0.6229392579912925,PHB
GO_Biological_Process_2021,regulation of wound healing (GO:0061041),1/47,0.5836649523352845,0.8559113562769104,0,0,1.1569588846880907,0.6229392579912925,CD109
GO_Biological_Process_2021,protein localization to nucleus (GO:0034504),2/106,0.5850272721306262,0.8569505628639675,0,0,1.0232131628589394,0.5485413164573368,TSC2;PHB2
GO_Biological_Process_2021,substrate adhesion-dependent cell spreading (GO:0034446),1/48,0.5913644044889995,0.8576092193419008,0,0,1.1322849213691026,0.5948151554131711,ILK
GO_Biological_Process_2021,positive regulation of DNA repair (GO:0045739),1/48,0.5913644044889995,0.8576092193419008,0,0,1.1322849213691026,0.5948151554131711,DHX9
GO_Biological_Process_2021,Golgi to plasma membrane transport (GO:0006893),1/48,0.5913644044889995,0.8576092193419008,0,0,1.1322849213691026,0.5948151554131711,MACF1
GO_Biological_Process_2021,cellular response to ionizing radiation (GO:0071479),1/48,0.5913644044889995,0.8576092193419008,0,0,1.1322849213691026,0.5948151554131711,NET1
GO_Biological_Process_2021,response to calcium ion (GO:0051592),2/107,0.5901474113001197,0.8576092193419008,0,0,1.0134163747242766,0.5344584905549635,SYT5;HPCA
GO_Biological_Process_2021,negative regulation of MAP kinase activity (GO:0043407),1/48,0.5913644044889995,0.8576092193419008,0,0,1.1322849213691026,0.5948151554131711,GSTP1
GO_Biological_Process_2021,cellular response to interleukin-12 (GO:0071349),1/48,0.5913644044889995,0.8576092193419008,0,0,1.1322849213691026,0.5948151554131711,MTAP
GO_Biological_Process_2021,positive regulation of blood vessel endothelial cell migration (GO:0043536),1/48,0.5913644044889995,0.8576092193419008,0,0,1.1322849213691026,0.5948151554131711,HSPB1
GO_Biological_Process_2021,negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556),1/48,0.5913644044889995,0.8576092193419008,0,0,1.1322849213691026,0.5948151554131711,GSTP1
GO_Biological_Process_2021,inner mitochondrial membrane organization (GO:0007007),1/49,0.5989218458310048,0.8590662361974261,0,0,1.1086390398550725,0.5683151607449805,MTX1
GO_Biological_Process_2021,regulation of cellular localization (GO:0060341),1/49,0.5989218458310048,0.8590662361974261,0,0,1.1086390398550725,0.5683151607449805,BRSK1
GO_Biological_Process_2021,negative regulation of cell projection organization (GO:0031345),1/49,0.5989218458310048,0.8590662361974261,0,0,1.1086390398550725,0.5683151607449805,STX1B
GO_Biological_Process_2021,regulation of MAPK cascade (GO:0043408),3/166,0.5938428053816389,0.8590662361974261,0,0,0.9789801870662778,0.510186353449012,PAK1;GSTP1;PAK3
GO_Biological_Process_2021,positive regulation of reactive oxygen species metabolic process (GO:2000379),1/49,0.5989218458310048,0.8590662361974261,0,0,1.1086390398550725,0.5683151607449805,GSTP1
GO_Biological_Process_2021,cellular response to mechanical stimulus (GO:0071260),1/49,0.5989218458310048,0.8590662361974261,0,0,1.1086390398550725,0.5683151607449805,AQP1
GO_Biological_Process_2021,regulation of stress-activated MAPK cascade (GO:0032872),1/49,0.5989218458310048,0.8590662361974261,0,0,1.1086390398550725,0.5683151607449805,GSTP1
GO_Biological_Process_2021,regulation of smooth muscle cell proliferation (GO:0048660),1/49,0.5989218458310048,0.8590662361974261,0,0,1.1086390398550725,0.5683151607449805,PHB
GO_Biological_Process_2021,adherens junction organization (GO:0034332),1/49,0.5989218458310048,0.8590662361974261,0,0,1.1086390398550725,0.5683151607449805,TBCD
GO_Biological_Process_2021,response to unfolded protein (GO:0006986),1/49,0.5989218458310048,0.8590662361974261,0,0,1.1086390398550725,0.5683151607449805,HSPB1
GO_Biological_Process_2021,modulation of chemical synaptic transmission (GO:0050804),2/109,0.6002465344703545,0.8600253625034259,0,0,0.994372151060633,0.5075422798859694,STX1B;CPLX1
