Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,negative regulation of membrane potential (GO:0045837),1/9,0.1543369756838285,0.7035602439417338,0,0,6.665421195652174,12.455118780459532,HEBP2
GO_Biological_Process_2021,cellular response to nitric oxide (GO:0071732),1/9,0.1543369756838285,0.7035602439417338,0,0,6.665421195652174,12.455118780459532,AQP1
GO_Biological_Process_2021,negative regulation of G1/S transition of mitotic cell cycle (GO:2000134),2/37,0.1486499783638434,0.7035602439417338,0,0,3.0511483067341376,5.815979526390798,GPNMB;FHL1
GO_Biological_Process_2021,anoikis (GO:0043276),1/9,0.1543369756838285,0.7035602439417338,0,0,6.665421195652174,12.455118780459532,TSC2
GO_Biological_Process_2021,regulation of G1/S transition of mitotic cell cycle (GO:2000045),3/71,0.1433885711442467,0.7035602439417338,0,0,2.358124397299904,4.579942255341169,GPNMB;FHL1;PSME1
GO_Biological_Process_2021,positive regulation of interferon-beta production (GO:0032728),2/36,0.1422621843731393,0.7035602439417338,0,0,3.1410482449110435,6.125306527861486,DHX9;RIPK2
GO_Biological_Process_2021,regulation of cell cycle G1/S phase transition (GO:1902806),2/36,0.1422621843731393,0.7035602439417338,0,0,3.1410482449110435,6.125306527861486,PSME1;PHB2
GO_Biological_Process_2021,platelet aggregation (GO:0070527),2/36,0.1422621843731393,0.7035602439417338,0,0,3.1410482449110435,6.125306527861486,HSPB1;ILK
GO_Biological_Process_2021,axonal transport (GO:0098930),2/36,0.1422621843731393,0.7035602439417338,0,0,3.1410482449110435,6.125306527861486,AP3M2;AP3D1
GO_Biological_Process_2021,positive regulation of insulin secretion (GO:0032024),2/38,0.1550945160176667,0.7035602439417338,0,0,2.9662428095670603,5.528247731334597,STX4;DOC2B
GO_Biological_Process_2021,negative regulation of phosphatidylinositol 3-kinase signaling (GO:0014067),1/10,0.169946460366191,0.7059263912894433,0,0,5.924516908212561,10.499854426089636,TSC2
GO_Biological_Process_2021,regulation of carbohydrate biosynthetic process (GO:0043255),1/10,0.169946460366191,0.7059263912894433,0,0,5.924516908212561,10.499854426089636,PDK2
GO_Biological_Process_2021,adherens junction assembly (GO:0034333),1/10,0.169946460366191,0.7059263912894433,0,0,5.924516908212561,10.499854426089636,TBCD
GO_Biological_Process_2021,fatty acid derivative biosynthetic process (GO:1901570),2/40,0.1681369536731548,0.7059263912894433,0,0,2.809837946364549,5.009874833968527,ACSS3;BDH2
GO_Biological_Process_2021,regulation of microtubule polymerization (GO:0031113),2/40,0.1681369536731548,0.7059263912894433,0,0,2.809837946364549,5.009874833968527,PAK1;TBCD
GO_Biological_Process_2021,positive regulation of angiogenesis (GO:0045766),4/116,0.1669737842231571,0.7059263912894433,0,0,1.9098825831702544,3.418534091261669,GRN;HSPB6;HSPB1;AQP1
GO_Biological_Process_2021,cell morphogenesis involved in neuron differentiation (GO:0048667),3/76,0.1653863651833821,0.7059263912894433,0,0,2.196047608353919,3.9517238435469126,BRSK1;TBCD;PAK3
GO_Biological_Process_2021,regulation of receptor-mediated endocytosis (GO:0048259),2/39,0.1615915459751291,0.7059263912894433,0,0,2.885926798733338,5.260131010424397,TF;SMAP1
GO_Biological_Process_2021,regulation of ion transmembrane transporter activity (GO:0032412),2/39,0.1615915459751291,0.7059263912894433,0,0,2.885926798733338,5.260131010424397,FHL1;PHB2
GO_Biological_Process_2021,regulation of dendrite development (GO:0050773),2/39,0.1615915459751291,0.7059263912894433,0,0,2.885926798733338,5.260131010424397,HECW2;MARK1
GO_Biological_Process_2021,membrane organization (GO:0061024),7/242,0.1614559965277625,0.7059263912894433,0,0,1.5960032914070763,2.9103481366174546,REEP1;TF;VAPB;AP3D1;PICK1;DNM1L;EPN1
GO_Biological_Process_2021,positive regulation of immune response (GO:0050778),3/75,0.1609084699321536,0.7059263912894433,0,0,2.2266621129326047,4.067932624182019,GRN;DHX9;STX4
GO_Biological_Process_2021,activation of protein kinase activity (GO:0032147),4/114,0.1598897874122929,0.7059263912894433,0,0,1.9448069738480696,3.565357311252584,PAK1;PHB;PAK3;PHB2
GO_Biological_Process_2021,negative regulation of protein catabolic process (GO:0042177),2/42,0.1813571065113929,0.7059263912894433,0,0,2.669073569482289,4.5568752139079205,SF3B3;PHB
GO_Biological_Process_2021,hexose metabolic process (GO:0019318),2/41,0.1747267577466333,0.7059263912894433,0,0,2.7376510864249286,4.775919677604012,ALDOA;PGM1
GO_Biological_Process_2021,gluconeogenesis (GO:0006094),2/41,0.1747267577466333,0.7059263912894433,0,0,2.7376510864249286,4.775919677604012,ALDOA;PGM1
GO_Biological_Process_2021,regulation of release of cytochrome c from mitochondria (GO:0090199),2/41,0.1747267577466333,0.7059263912894433,0,0,2.7376510864249286,4.775919677604012,MFF;DNM1L
GO_Biological_Process_2021,carbohydrate catabolic process (GO:0016052),2/41,0.1747267577466333,0.7059263912894433,0,0,2.7376510864249286,4.775919677604012,ALDOA;PGM1
GO_Biological_Process_2021,intracellular protein transport (GO:0006886),9/336,0.1704430647505816,0.7059263912894433,0,0,1.4758409785932722,2.611285093245647,ARF3;STX1B;STX17;AP3D1;PICK1;TSC2;STX4;PHB2;ARF5
GO_Biological_Process_2021,N-acetylneuraminate metabolic process (GO:0006054),1/10,0.169946460366191,0.7059263912894433,0,0,5.924516908212561,10.499854426089636,NAGK
GO_Biological_Process_2021,production of siRNA involved in RNA interference (GO:0030422),1/10,0.169946460366191,0.7059263912894433,0,0,5.924516908212561,10.499854426089636,TSN
GO_Biological_Process_2021,primary miRNA processing (GO:0031053),1/10,0.169946460366191,0.7059263912894433,0,0,5.924516908212561,10.499854426089636,SRRT
GO_Biological_Process_2021,I-kappaB phosphorylation (GO:0007252),1/10,0.169946460366191,0.7059263912894433,0,0,5.924516908212561,10.499854426089636,PRDX4
GO_Biological_Process_2021,removal of superoxide radicals (GO:0019430),1/10,0.169946460366191,0.7059263912894433,0,0,5.924516908212561,10.499854426089636,PRDX1
GO_Biological_Process_2021,regulation of podosome assembly (GO:0071801),1/10,0.169946460366191,0.7059263912894433,0,0,5.924516908212561,10.499854426089636,CAPG
GO_Biological_Process_2021,"regulation of phagocytosis, engulfment (GO:0060099)",1/10,0.169946460366191,0.7059263912894433,0,0,5.924516908212561,10.499854426089636,ANO6
GO_Biological_Process_2021,regulation of microtubule nucleation (GO:0010968),1/10,0.169946460366191,0.7059263912894433,0,0,5.924516908212561,10.499854426089636,PAK1
GO_Biological_Process_2021,negative regulation of transcription by competitive promoter binding (GO:0010944),1/10,0.169946460366191,0.7059263912894433,0,0,5.924516908212561,10.499854426089636,PHB
GO_Biological_Process_2021,cellular response to oxygen levels (GO:0071453),1/10,0.169946460366191,0.7059263912894433,0,0,5.924516908212561,10.499854426089636,PICK1
GO_Biological_Process_2021,hepatocyte growth factor receptor signaling pathway (GO:0048012),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,PAK1
GO_Biological_Process_2021,regulation of stress-activated protein kinase signaling cascade (GO:0070302),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,GSTP1
GO_Biological_Process_2021,positive regulation of cellular respiration (GO:1901857),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,ISCU
GO_Biological_Process_2021,negative regulation of sodium ion transmembrane transport (GO:1902306),1/10,0.169946460366191,0.7059263912894433,0,0,5.924516908212561,10.499854426089636,HECW2
GO_Biological_Process_2021,negative regulation of sodium ion transmembrane transporter activity (GO:2000650),1/10,0.169946460366191,0.7059263912894433,0,0,5.924516908212561,10.499854426089636,HECW2
GO_Biological_Process_2021,regulation of RNA export from nucleus (GO:0046831),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,DHX9
GO_Biological_Process_2021,insulin-like growth factor receptor signaling pathway (GO:0048009),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,TSC2
GO_Biological_Process_2021,positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,NAMPT
GO_Biological_Process_2021,positive regulation of posttranscriptional gene silencing (GO:0060148),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,DHX9
GO_Biological_Process_2021,UDP-N-acetylglucosamine biosynthetic process (GO:0006048),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,NAGK
GO_Biological_Process_2021,positive regulation of vacuole organization (GO:0044090),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,GRN
GO_Biological_Process_2021,protein kinase C-activating G protein-coupled receptor signaling pathway (GO:0007205),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,PICK1
GO_Biological_Process_2021,anion transport (GO:0006820),2/43,0.1880242745956823,0.7059263912894433,0,0,2.6038412972685587,4.351498446493201,VDAC2;VDAC1
GO_Biological_Process_2021,cellular response to glucose starvation (GO:0042149),2/43,0.1880242745956823,0.7059263912894433,0,0,2.6038412972685587,4.351498446493201,BRSK1;PICK1
GO_Biological_Process_2021,signal release from synapse (GO:0099643),2/43,0.1880242745956823,0.7059263912894433,0,0,2.6038412972685587,4.351498446493201,BRSK1;CPLX1
GO_Biological_Process_2021,positive regulation of phospholipase C activity (GO:0010863),2/43,0.1880242745956823,0.7059263912894433,0,0,2.6038412972685587,4.351498446493201,PHB;PHB2
GO_Biological_Process_2021,regulation of neuron projection development (GO:0010975),5/165,0.1900037190769376,0.7059263912894433,0,0,1.671617445054945,2.776074536801569,STX1B;BRSK1;PAK1;PAK3;MARK1
GO_Biological_Process_2021,regulation of endothelial cell apoptotic process (GO:2000351),2/44,0.194724659639297,0.7059263912894433,0,0,2.5417153237316725,4.158675108043233,ANO6;ICAM1
GO_Biological_Process_2021,neurotransmitter secretion (GO:0007269),2/44,0.194724659639297,0.7059263912894433,0,0,2.5417153237316725,4.158675108043233,BRSK1;CPLX1
GO_Biological_Process_2021,hexose biosynthetic process (GO:0019319),2/44,0.194724659639297,0.7059263912894433,0,0,2.5417153237316725,4.158675108043233,ALDOA;PGM1
GO_Biological_Process_2021,intracellular steroid hormone receptor signaling pathway (GO:0030518),2/44,0.194724659639297,0.7059263912894433,0,0,2.5417153237316725,4.158675108043233,PADI2;PHB
GO_Biological_Process_2021,regulation of interleukin-1 beta production (GO:0032651),3/83,0.1976823795089894,0.7059263912894433,0,0,2.0031762295081967,3.247336325978672,RIPK2;GSTP1;HSPB1
GO_Biological_Process_2021,regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041),2/42,0.1813571065113929,0.7059263912894433,0,0,2.669073569482289,4.5568752139079205,STX4;ICAM1
GO_Biological_Process_2021,regulation of NIK/NF-kappaB signaling (GO:1901222),3/80,0.1836503811237944,0.7059263912894433,0,0,2.081541409410262,3.5276328369701235,ILK;PHB;PHB2
GO_Biological_Process_2021,protein localization to phagophore assembly site (GO:0034497),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,STX17
GO_Biological_Process_2021,negative regulation of calcium ion transmembrane transport (GO:1903170),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,VDAC1
GO_Biological_Process_2021,regulation of biosynthetic process (GO:0009889),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,GSTP1
GO_Biological_Process_2021,negative regulation of lymphocyte migration (GO:2000402),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,PADI2
GO_Biological_Process_2021,negative regulation of sprouting angiogenesis (GO:1903671),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,EPN1
GO_Biological_Process_2021,cellular response to superoxide (GO:0071451),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,PRDX1
GO_Biological_Process_2021,chromatin-mediated maintenance of transcription (GO:0048096),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,PADI2
GO_Biological_Process_2021,regulation of lymphocyte migration (GO:2000401),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,JAM2
GO_Biological_Process_2021,regulation of mitochondrial fusion (GO:0010635),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,VAT1
GO_Biological_Process_2021,regulation of monocyte chemotactic protein-1 production (GO:0071637),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,GSTP1
GO_Biological_Process_2021,regulation of pH (GO:0006885),1/11,0.1852685874577108,0.7059263912894433,0,0,5.331793478260869,8.98913019102634,PDK2
GO_Biological_Process_2021,polyol transport (GO:0015791),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,AQP1
GO_Biological_Process_2021,regulation of response to oxidative stress (GO:1902882),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,HEBP2
GO_Biological_Process_2021,positive regulation of myeloid leukocyte mediated immunity (GO:0002888),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,STX4
GO_Biological_Process_2021,phosphate-containing compound metabolic process (GO:0006796),6/212,0.1987124167579576,0.7059263912894433,0,0,1.558613495948006,2.5185583133464617,PAK1;PLCH1;ALDOA;PLCD3;PLCD4;PLCD1
GO_Biological_Process_2021,platelet degranulation (GO:0002576),4/125,0.2001368865650936,0.7059263912894433,0,0,1.767010075851919,2.842684021717964,CD63;TF;CD109;ALDOA
GO_Biological_Process_2021,adipose tissue development (GO:0060612),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,NAMPT
GO_Biological_Process_2021,amino sugar biosynthetic process (GO:0046349),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,NAGK
GO_Biological_Process_2021,regulation of actin nucleation (GO:0051125),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,PICK1
GO_Biological_Process_2021,regulation of axon regeneration (GO:0048679),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,GRN
GO_Biological_Process_2021,negative regulation of JUN kinase activity (GO:0043508),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,GSTP1
GO_Biological_Process_2021,negative regulation of leukocyte chemotaxis (GO:0002689),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,PADI2
GO_Biological_Process_2021,carboxylic acid catabolic process (GO:0046395),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,NAGK
GO_Biological_Process_2021,negative regulation of microtubule polymerization (GO:0031115),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,TBCD
GO_Biological_Process_2021,nonribosomal peptide biosynthetic process (GO:0019184),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,BDH2
GO_Biological_Process_2021,P-body assembly (GO:0033962),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,DDX6
GO_Biological_Process_2021,mitochondrion distribution (GO:0048311),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,DNM1L
GO_Biological_Process_2021,gas transport (GO:0015669),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,AQP1
GO_Biological_Process_2021,hemidesmosome assembly (GO:0031581),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,CD151
GO_Biological_Process_2021,endoplasmic reticulum membrane organization (GO:0090158),1/12,0.2003086327686292,0.7059263912894433,0,0,4.846837944664031,7.793211043586478,VAPB
GO_Biological_Process_2021,positive regulation of response to biotic stimulus (GO:0002833),2/45,0.2014547789151582,0.7061690244860228,0,0,2.4824789303592927,3.977403773984705,GRN;DHX9
GO_Biological_Process_2021,positive regulation of chemotaxis (GO:0050921),2/45,0.2014547789151582,0.7061690244860228,0,0,2.4824789303592927,3.977403773984705,HSPB1;STX4
GO_Biological_Process_2021,cellular biogenic amine metabolic process (GO:0006576),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,SMS
GO_Biological_Process_2021,regulation of interferon-beta production (GO:0032648),2/49,0.2286069596217712,0.711816347856139,0,0,2.2707403327729145,3.35104750653935,RIPK2;DHX9
GO_Biological_Process_2021,chromatin organization involved in regulation of transcription (GO:0034401),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,PADI2
GO_Biological_Process_2021,regulation of lysosomal lumen pH (GO:0035751),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,GRN
GO_Biological_Process_2021,cellular component maintenance (GO:0043954),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,PICK1
GO_Biological_Process_2021,regulation of mRNA metabolic process (GO:1903311),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,DHX9
GO_Biological_Process_2021,oligosaccharide-lipid intermediate biosynthetic process (GO:0006490),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,ALG9
GO_Biological_Process_2021,pentose-phosphate shunt (GO:0006098),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,PGM2
GO_Biological_Process_2021,negative regulation of macromolecule biosynthetic process (GO:0010558),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,GSTP1
GO_Biological_Process_2021,positive regulation of response to stimulus (GO:0048584),2/46,0.2082112663083282,0.711816347856139,0,0,2.4259351003220213,3.806782238837352,DHX9;ILK
GO_Biological_Process_2021,positive regulation of organelle assembly (GO:1902117),2/46,0.2082112663083282,0.711816347856139,0,0,2.4259351003220213,3.806782238837352,CROCC;CAPG
GO_Biological_Process_2021,cellular response to metal ion (GO:0071248),4/131,0.2232558062858927,0.711816347856139,0,0,1.6830115413655484,2.5235698633336967,SYT5;TF;HPCA;AQP1
GO_Biological_Process_2021,negative regulation of catabolic process (GO:0009895),2/49,0.2286069596217712,0.711816347856139,0,0,2.2707403327729145,3.35104750653935,SF3B3;PHB
GO_Biological_Process_2021,positive regulation of lyase activity (GO:0051349),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,ISCU
GO_Biological_Process_2021,positive regulation of endothelial cell chemotaxis (GO:2001028),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,HSPB1
GO_Biological_Process_2021,regulation of superoxide anion generation (GO:0032928),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,GSTP1
GO_Biological_Process_2021,endoplasmic reticulum tubular network organization (GO:0071786),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,REEP1
GO_Biological_Process_2021,medium-chain fatty acid metabolic process (GO:0051791),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,ACAD9
GO_Biological_Process_2021,myoblast fusion (GO:0007520),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,JAM2
GO_Biological_Process_2021,T cell proliferation (GO:0042098),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,DOCK8
GO_Biological_Process_2021,lipoxygenase pathway (GO:0019372),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,PON2
GO_Biological_Process_2021,glycogen catabolic process (GO:0005980),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,PGM2
GO_Biological_Process_2021,heterocycle biosynthetic process (GO:0018130),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,NFS1
GO_Biological_Process_2021,positive regulation of response to cytokine stimulus (GO:0060760),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,DHX9
GO_Biological_Process_2021,glucosamine-containing compound metabolic process (GO:1901071),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,NAGK
GO_Biological_Process_2021,glucan catabolic process (GO:0009251),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,PGM2
GO_Biological_Process_2021,electron transport chain (GO:0022900),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,SDHA
GO_Biological_Process_2021,peptidyl-arginine modification (GO:0018195),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,PADI2
GO_Biological_Process_2021,NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356),1/14,0.2295630998943361,0.711816347856139,0,0,4.100752508361204,6.034574477268617,NAMPT
GO_Biological_Process_2021,negative regulation of protein kinase activity (GO:0006469),3/90,0.2313322110896638,0.711816347856139,0,0,1.8413416242698324,2.69554084775238,GSTP1;HSPB1;TSC2
GO_Biological_Process_2021,polyamine metabolic process (GO:0006595),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,SMS
GO_Biological_Process_2021,positive regulation of calcium ion-dependent exocytosis (GO:0045956),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,DOC2B
GO_Biological_Process_2021,response to interleukin-6 (GO:0070741),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,PHB
GO_Biological_Process_2021,response to iron ion (GO:0010039),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,TF
GO_Biological_Process_2021,response to muramyl dipeptide (GO:0032495),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,RIPK2
GO_Biological_Process_2021,response to nitric oxide (GO:0071731),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,AQP1
GO_Biological_Process_2021,positive regulation of protein localization to cell surface (GO:2000010),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,STX4
GO_Biological_Process_2021,macrophage activation involved in immune response (GO:0002281),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,GRN
GO_Biological_Process_2021,mitochondrial outer membrane permeabilization (GO:0097345),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,VDAC2
GO_Biological_Process_2021,UDP-N-acetylglucosamine metabolic process (GO:0006047),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,NAGK
GO_Biological_Process_2021,UV-damage excision repair (GO:0070914),1/13,0.2150717754517145,0.711816347856139,0,0,4.442708333333333,6.827480716507648,H2AW
GO_Biological_Process_2021,calcium ion transmembrane transport (GO:0070588),3/87,0.2167722588166023,0.711816347856139,0,0,1.9073965651834504,2.916233820171875,ANO6;PHB;PHB2
GO_Biological_Process_2021,establishment of protein localization to mitochondrion (GO:0072655),2/48,0.2217904451412027,0.711816347856139,0,0,2.320222722426253,3.4943071231394147,MFF;GDAP1
GO_Biological_Process_2021,regulation of endothelial cell chemotaxis (GO:2001026),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,HSPB1
GO_Biological_Process_2021,regulation of dephosphorylation (GO:0035303),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,MTMR9
GO_Biological_Process_2021,regulation of cytoplasmic translation (GO:2000765),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,DHX9
GO_Biological_Process_2021,regulation of clathrin-dependent endocytosis (GO:2000369),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,SMAP1
GO_Biological_Process_2021,negative regulation of leukocyte activation (GO:0002695),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,GRN
GO_Biological_Process_2021,C21-steroid hormone biosynthetic process (GO:0006700),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,FDX2
GO_Biological_Process_2021,negative regulation of androgen receptor signaling pathway (GO:0060766),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,PHB
GO_Biological_Process_2021,protein transport (GO:0015031),9/369,0.2433900668942247,0.711816347856139,0,0,1.338263888888889,1.8910871970527288,ARF3;STX1B;MACF1;TF;STX17;AP3D1;PICK1;STX4;ARF5
GO_Biological_Process_2021,negative regulation of mitotic cell cycle phase transition (GO:1901991),3/92,0.2411365131563142,0.711816347856139,0,0,1.799778964818567,2.5599913115242945,GPNMB;FHL1;PSME1
GO_Biological_Process_2021,positive regulation of transport (GO:0051050),3/91,0.2362253705217232,0.711816347856139,0,0,1.8203241430700448,2.626671253432909,CD151;LMAN2;DOC2B
GO_Biological_Process_2021,positive regulation of ion transport (GO:0043270),2/50,0.2354374823833979,0.711816347856139,0,0,2.223319709355132,3.215609236148146,FHL1;ANO6
GO_Biological_Process_2021,regulation of complement activation (GO:0030449),2/50,0.2354374823833979,0.711816347856139,0,0,2.223319709355132,3.215609236148146,PHB;PHB2
GO_Biological_Process_2021,negative regulation of ERK1 and ERK2 cascade (GO:0070373),2/50,0.2354374823833979,0.711816347856139,0,0,2.223319709355132,3.215609236148146,GSTP1;PHB
GO_Biological_Process_2021,modulation by host of viral genome replication (GO:0044827),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,PHB
GO_Biological_Process_2021,positive regulation of secretion (GO:0051047),1/15,0.2437875973969537,0.711816347856139,0,0,3.8076475155279503,5.374334300494412,AQP1
GO_Biological_Process_2021,positive regulation of transmembrane transport (GO:0034764),1/14,0.2295630998943361,0.711816347856139,0,0,4.100752508361204,6.034574477268617,ANO6
GO_Biological_Process_2021,positive regulation of superoxide anion generation (GO:0032930),1/14,0.2295630998943361,0.711816347856139,0,0,4.100752508361204,6.034574477268617,GSTP1
GO_Biological_Process_2021,positive regulation of leukocyte degranulation (GO:0043302),1/14,0.2295630998943361,0.711816347856139,0,0,4.100752508361204,6.034574477268617,STX4
GO_Biological_Process_2021,positive regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0035774),1/14,0.2295630998943361,0.711816347856139,0,0,4.100752508361204,6.034574477268617,STX4
GO_Biological_Process_2021,response to chemokine (GO:1990868),1/14,0.2295630998943361,0.711816347856139,0,0,4.100752508361204,6.034574477268617,DOCK8
GO_Biological_Process_2021,respiratory electron transport chain (GO:0022904),1/14,0.2295630998943361,0.711816347856139,0,0,4.100752508361204,6.034574477268617,SDHA
GO_Biological_Process_2021,cGMP-mediated signaling (GO:0019934),1/14,0.2295630998943361,0.711816347856139,0,0,4.100752508361204,6.034574477268617,AQP1
GO_Biological_Process_2021,regulation of integrin-mediated signaling pathway (GO:2001044),1/14,0.2295630998943361,0.711816347856139,0,0,4.100752508361204,6.034574477268617,CD63
GO_Biological_Process_2021,negative regulation of neuroinflammatory response (GO:0150079),1/14,0.2295630998943361,0.711816347856139,0,0,4.100752508361204,6.034574477268617,GRN
GO_Biological_Process_2021,carbohydrate transport (GO:0008643),1/14,0.2295630998943361,0.711816347856139,0,0,4.100752508361204,6.034574477268617,AQP1
GO_Biological_Process_2021,regulation of cell projection organization (GO:0031344),1/14,0.2295630998943361,0.711816347856139,0,0,4.100752508361204,6.034574477268617,MACF1
GO_Biological_Process_2021,activation of cysteine-type endopeptidase activity (GO:0097202),1/14,0.2295630998943361,0.711816347856139,0,0,4.100752508361204,6.034574477268617,RIPK2
